Sat.EarthMJ2000Eq.X,Sat.EarthMJ2000Eq.Y,Sat.EarthMJ2000Eq.Z,Sat.ElapsedSecs
-399610.7651159298,-52392.18112864981,-32895.83097270252,850220.3299921006
-398499.1027598298,-53890.2412904598,-33448.10316021027,851528.4543463611
-397353.1577085989,-55305.76205408099,-33956.22758071698,852837.2169817099
-396182.7406731531,-56636.29859991899,-34418.98208205239,854146.5384927113
-394997.880653014,-57880.32193073964,-34835.63101276907,855456.344288704
-393808.7369017588,-59037.21369654398,-35205.92586271972,856766.5429348592
-392625.4919255445,-60107.27561899305,-35530.10996651583,858077.0242794533
-391458.2591082879,-61091.71650403953,-35808.9147710199,859387.6389069948
-390316.8941161174,-61992.70755963157,-36043.57233794789,860698.2852379326
-389724.0077996106,-62438.68979745446,-36150.9040987742,861394.9541422888
-389452.8859074991,-62637.92191779328,-36196.68384288377,861717.9710154422
-389325.8681247788,-62730.27625332527,-36217.41809498889,861870.3579378314
-389206.5012637016,-62816.50573790441,-36236.48834667319,862014.2127540777
-388871.1996376834,-63055.87278486486,-36287.90153083424,862421.8536131317
-387994.2110443735,-63663.07008721055,-36407.244341655,863516.3579605054
-387014.0323255776,-64312.55785336044,-36514.22964910089,864800.1517574885
-386077.4154339055,-64909.27251005582,-36589.35287482527,866106.7455103272
-385934.7894911136,-64998.48033344559,-36598.36653077408,866314.272061782
-385831.0685211795,-65063.12565549387,-36604.50595697993,866466.8194955215
-385729.9138483941,-65125.99893133822,-36610.15285486495,866616.972005053
-385421.8246936332,-65316.57078276921,-36625.24399127058,867083.2576714922
-384692.3046361668,-65764.33544248292,-36647.759798225,868250.3379041911
-383958.2811872729,-66216.23205229122,-36649.99604640717,869541.7603640934
-383299.0726343812,-66633.96998100269,-36631.98762409871,870847.4453088711
-382726.8354387771,-67020.76290137962,-36597.8970937113,872154.2041470646
-382245.3625996499,-67384.64639026686,-36552.27955907861,873460.5684682494
-381856.6782219702,-67734.34780756969,-36499.80451786246,874766.4108921192
-381561.7057221516,-68078.77285591306,-36445.20370516974,876071.7470131
-381360.3198113071,-68426.87585013527,-36393.22155164245,877376.6301712138
-381251.3604012707,-68787.56654963501,-36348.56494609772,878681.1562885414
-381232.6579649024,-69169.59914152439,-36315.85700450151,879985.3943913127
-381301.050954294,-69581.49345511646,-36299.58736370764,881289.4308993593
-381452.4229335597,-70031.44354780328,-36304.06651079569,882593.3550780639
-381681.7425688523,-70527.2254810756,-36333.38096817847,883897.2374510835
-381983.1169871177,-71076.12320611622,-36391.35052663551,885201.150582335
-382349.8550039205,-71684.85459397209,-36481.48931840558,886505.1693362533
-382774.5267289271,-72359.48612912763,-36606.96683957469,887809.3379312544
-383249.0477552462,-73105.38273647934,-36770.57603614346,889113.7020423193
-383764.7493093694,-73927.12915415615,-36974.69876769677,890418.271225132
-384312.4749638964,-74828.48984875524,-37221.28082773548,891723.0426812894
-384882.6912589906,-75812.39243083469,-37511.81791971985,893028.0339392368
-385465.5484336274,-76880.82714037034,-37847.31910508657,894333.1916617812
-386051.0258422743,-78034.89164957617,-38228.31410092155,895638.4879808757
-386629.0145465935,-79274.73291879393,-38654.83303930569,896943.8643164467
-387189.4516581486,-80599.59767968129,-39126.42337946712,898249.2907667882
-387722.3912523126,-82007.75393768123,-39642.12416123782,899554.6800778597
-388218.1490182398,-83496.58917981434,-40200.50382045576,900859.971988597
-388667.3944747815,-85062.6115265351,-40799.66637430354,902165.1053823531
-389061.2524815491,-86701.48644921997,-41437.27141863661,903470.018880337
-389391.4003354046,-88408.08301463815,-42110.5591176435,904774.6516428189
-389650.1625914687,-90176.55613527438,-42816.39076961201,906078.9637704729
-389830.5913717254,-92000.436049025,-43551.29389734477,907382.9524262343
-389926.5281367487,-93872.60802452904,-44311.46371370911,908686.585830641
-389932.6791252181,-95785.4792601121,-45092.84042573621,909989.8686117609
-389844.6627990127,-97731.04487272481,-45891.14699979116,911292.8282001056
-389659.0512302393,-99700.96305779104,-46701.93077617591,912595.5066713621
-389373.4042019818,-101686.6333994546,-47520.60656547676,913897.9533831007
-388986.2906146333,-103679.3010858011,-48342.51061819843,915200.2332169097
-388497.2986964584,-105670.1488049581,-49162.94961762748,916502.4257419864
-387907.0396575607,-107650.3753689998,-49977.24413718645,917804.6157242032
-387217.1240573036,-109611.3283324694,-50780.79409754444,919106.9199015736
-386430.1695028947,-111544.5069469768,-51569.09070094887,920409.429353429
-385549.7576186286,-113441.7035550717,-52337.78501692563,921712.2441191459
-384580.4103338919,-115295.0559084438,-53082.71968516877,923015.4503843863
-383527.5235913314,-117097.1680734205,-53799.98785377392,924319.1474916763
-382397.340489956,-118841.1334294027,-54485.95210782094,925623.4093804029
-381196.8775535326,-120520.6313646135,-55137.2925004256,926928.3004402416
-379933.8743431353,-122129.9683597655,-55751.03190554012,928233.8538399548
-378616.678394184,-123664.1893136814,-56324.58744749366,929540.1104702381
-377254.205290639,-125119.0746240256,-56855.77708795492,930847.0718586934
-375855.8316687214,-126491.2127261318,-57342.85429516643,932154.7178881243
-374431.2751201284,-127778.0611262465,-57784.53594413831,933463.0278456956
-372990.5432038496,-128977.930149935,-58180.00170758647,934771.93349601
-371543.7935874719,-130090.0409955144,-58528.91825399509,936081.3513251371
-370101.16727689,-131114.5766281084,-58831.45588660666,937391.2351705832
-368672.8231274422,-132052.5772091111,-59088.25634393196,938701.4460259234
-367268.6917134649,-132906.0339313668,-59300.4591717404,940011.8754471419
-365898.4019789665,-133677.8391728321,-59469.68026478537,941322.4148258334
-365744.4216105899,-133760.9795345607,-59486.36626240498,941472.1433818457
-365615.3276802818,-133830.1397955994,-59499.99237401255,941598.1058586971
-365485.8074584665,-133899.0344173938,-59513.3304343054,941724.8936026474
-365082.9580603249,-134110.1927094328,-59552.68039419055,942121.9954692526
-363909.7343221573,-134699.0366123027,-59648.75374988088,943305.3779162583
-362677.9909276054,-135277.7480889121,-59719.45883063505,944600.6899110507
-361496.9090303822,-135797.93243142,-59757.29312356831,945908.9677217184
-361362.7744119666,-135855.0321887825,-59759.67587629226,946062.5097641372
-361243.0530892341,-135905.6755085578,-59761.46563516539,946200.5091265775
-361116.1729077068,-135959.0228520488,-59763.01326820067,946347.7757654968
-360726.8624096115,-136120.6971369976,-59765.49374337943,946806.5184197039
-359809.8380241595,-136490.6029038203,-59757.42012076732,947933.6419810541
-358835.1524685005,-136870.395980423,-59726.21965580132,949220.571001363
-357929.6333394588,-137216.6815737351,-59674.52710577547,950526.2835441856
-357111.096607157,-137532.1237468636,-59606.90123087205,951833.573573234
-356383.8744897305,-137824.7220507992,-59527.9618752736,953140.4750734102
-355749.9527892378,-138103.208620992,-59442.39366247242,954446.7782986932
-355210.1412709099,-138376.4939390713,-59354.93148534655,955752.483909158
-354764.1964101164,-138653.5215451462,-59270.31788974522,957057.6113855001
-354410.8201312294,-138943.1808730096,-59193.24992034096,958362.2384465067
-354147.7017375096,-139254.2037174521,-59128.33379344966,959666.4478388499
-353971.5467506142,-139595.0639111656,-59080.03825675759,960970.2906727558
-353878.0973188154,-139973.9136578789,-59052.64408265569,962273.8827536465
-353862.1950530575,-140398.4749142197,-59050.20431124483,963577.3046886083
-353917.8289966674,-140875.9774763488,-59076.50101874075,964880.6629958097
-354038.2001957917,-141413.071417876,-59135.00704992111,966184.0455400175
-354215.7851485602,-142015.74607773,-59228.84679943629,967487.5021408545
-354442.4240198792,-142689.3057233884,-59360.76892980014,968791.1302260007
-354709.3953657391,-143438.2774868802,-59533.11310193276,970094.9881498469
-355007.4986125385,-144266.3486341267,-59747.77892474731,971399.085199961
-355327.1715618251,-145176.3876997522,-60006.22046172359,972703.4819844179
-355658.5577913765,-146170.3212336221,-60309.40566267693,974008.1499430351
-355991.6410198647,-147249.1988776163,-60657.8289672568,975313.1024869625
-356316.3284025646,-148413.11272915,-61051.4849133663,976618.3035471942
-356622.5657929847,-149661.2095538921,-61489.87033559331,977923.6963799223
-356900.4551621619,-150991.734327075,-61972.00150280673,979229.2423525359
-357140.3528238046,-152402.0189841878,-62496.41433901004,980534.8888055189
-357332.9741943828,-153888.5029942735,-63061.17646653771,981840.5663326266
-357469.4963015435,-155446.7520319532,-63663.89970785384,983146.1774301133
-357541.6635914667,-157071.6072041276,-64301.80502095909,984451.6830721521
-357541.8659564785,-158757.1193275721,-64971.70580569248,985757.0001166547
-357463.2270819697,-160496.7153584533,-65670.08229293009,987062.0854148408
-357299.6763254771,-162283.2050098582,-66393.09435823528,988366.8844228378
-357046.0121481856,-164108.9028924816,-67136.64092286202,989671.3650305173
-356697.9547104206,-165965.7033248888,-67896.40124359549,990975.5102780415
-356252.1836555176,-167845.1864460802,-68667.88934135811,992279.3307693559
-355706.3772984304,-169738.6710750175,-69446.48687564106,993582.837955188
-355059.2252843564,-171637.3440814577,-70227.50754471378,994886.0694409464
-354310.4338503124,-173532.3545997183,-71006.24713055456,996189.0889449161
-353460.7552266218,-175414.8335018078,-71778.00274106966,997491.9350893353
-352511.9277496978,-177276.1047688182,-72538.17070851587,998794.7028533206
-351466.712453394,-179107.6463984404,-73282.24147605064,1000097.453071573
-350328.779146165,-180901.3302902127,-74005.90795321863,1001400.319589989
-349102.7729204586,-182649.3184940454,-74705.03366566061,1002703.375005804
-347794.1923588318,-184344.27097244,-75375.74692418035,1004006.720705889
-346409.376219867,-185979.3552384852,-76014.45423484902,1005310.437284131
-344955.3931996946,-187548.372536465,-76617.89926718466,1006614.627528645
-343440.0387978554,-189045.7429211373,-77183.16586465988,1007919.351391518
-341871.7129145159,-190466.6174357593,-77707.72984474896,1009224.666915648
-340259.3279399482,-191806.9307864917,-78189.48587620311,1010530.633015546
-338612.2991947987,-193063.3805258203,-78626.74740488193,1011837.243486824
-336940.3404929813,-194233.5563444903,-79018.29920981283,1013144.514598127
-335253.4109651881,-195315.9245884042,-79363.39549536404,1014452.445328538
-333561.6568344206,-196309.822914548,-79661.76246538163,1015760.982426989
-331875.2418751752,-197215.514936384,-79913.61804205991,1017070.069140557
-330204.2732562286,-198034.1707380128,-80119.66549773386,1018379.618313583
-328558.6672242988,-198767.8727752155,-80281.09242464746,1019689.531951665
-326947.998216668,-199419.6118490535,-80399.56168909147,1020999.736942083
-326723.7799479367,-199505.2976663905,-80412.95279349653,1021184.87250593
-326547.1016821024,-199571.9635493749,-80422.96944523667,1021331.28642115
-326374.101234814,-199636.5174157009,-80432.31994388507,1021475.122189522
-325879.3767615491,-199817.194889434,-80456.55511057899,1021889.138607436
-324549.8116828814,-200274.4507774751,-80503.17931143225,1023023.990518099
-323091.720513772,-200729.8834097041,-80522.81963661779,1024313.330499607
-321676.866483227,-201127.7370414398,-80509.49518566659,1025621.151060064
-321492.6244375414,-201176.4675345441,-80505.35031962188,1025796.337828925
-321345.4282964053,-201214.9026007671,-80501.63267064474,1025937.193865923
-321181.6552534542,-201257.1513322016,-80497.06994967282,1026094.874699134
-320703.7757151223,-201377.3727299878,-80481.16494127359,1026561.055701587
-319523.1544064436,-201655.5646688299,-80424.92789844619,1027756.375000777
-318319.6832723354,-201913.6307599243,-80341.69407168141,1029052.255423134
-317190.7473172911,-202135.6669375347,-80238.31673941898,1030359.501075663
-316150.4194873777,-202327.5788805321,-80119.76044587864,1031667.503407539
-315202.4797655062,-202497.7483902086,-79990.69973810653,1032975.015970145
-314348.6663843891,-202654.9718107573,-79855.83599539439,1034281.88839528
-313589.5696984121,-202808.1702787984,-79719.90891121626,1035588.09385593
-312924.7113928581,-202966.2770737136,-79587.65231762797,1036893.637197046
-312352.554534467,-203138.1431291045,-79463.74232743907,1038198.566401668
-311870.5418807804,-203332.441319132,-79352.75100372852,1039502.947101987
-311475.1328820068,-203557.5730344981,-79259.10038402997,1040806.842143415
-311161.8362881731,-203821.5822025217,-79187.01493174562,1042110.325083125
-310925.2570682048,-204132.0776577007,-79140.47734437072,1043413.501095877
-310759.1644468276,-204496.1511366779,-79123.19044446346,1044716.476614343
-310656.5576958379,-204920.2982520807,-79138.5388655017,1046019.339740602
-310609.7341449059,-205410.3679071972,-79189.55464412193,1047322.210453008
-310610.374246749,-205971.4821496708,-79278.88567200972,1048625.175954995
-310649.6227289718,-206607.9833561209,-79408.76596115675,1049928.304780566
-310718.1809438862,-207323.4050949208,-79580.9954067848,1051231.680742884
-310806.4010295991,-208120.4075261061,-79796.91481801016,1052535.348733014
-310904.3878687625,-209000.7759976681,-80057.39768104318,1053839.366100461
-311002.0977254908,-209965.3622473241,-80362.82920261225,1055143.742542982
-311089.4453919898,-211014.0844380475,-80713.10276255969,1056448.466975719
-311156.4134305015,-212145.9544864728,-81107.62958479332,1057753.542712564
-311193.1551968094,-213359.0415293157,-81545.32876200537,1059058.932483802
-311190.1030931889,-214650.5210258629,-82024.64774738881,1060364.598123275
-311138.0723226123,-216016.6705448378,-82543.56585354295,1061670.468612586
-311028.3626710065,-217452.9353629138,-83099.6248030787,1062976.47129352
-310852.8506331473,-218953.9956320823,-83689.96244074759,1064282.54808326
-310604.0817656984,-220513.7802973555,-84311.3266598878,1065588.61772219
-310275.3568255287,-222125.5351625785,-84960.11094649682,1066894.582839834
-309860.7881018214,-223781.9779006648,-85632.42654997362,1068200.396721123
-309355.3759711463,-225475.2968168853,-86324.11274194253,1069505.996765185
-308755.0590863497,-227197.2618388454,-87030.79245606704,1070811.327209522
-308056.7533148711,-228939.324874647,-87747.92444399995,1072116.347667295
-307258.3669473841,-230692.7431775493,-88470.86530765347,1073421.055760037
-306358.8449754491,-232448.6107170573,-89194.89371849778,1074725.440026331
-305358.1693820611,-234197.9810852084,-89915.27236814094,1076029.500638426
-304257.3253438175,-235932.0105912573,-90627.3181520176,1077333.284986869
-303058.3173015808,-237641.9909127872,-91326.42654011905,1078636.842526041
-301764.1455489659,-239319.4444807228,-92008.12158737484,1079940.227247868
-300378.7525573166,-240956.2378413118,-92668.11274543904,1081243.516769924
-298906.9933838472,-242544.6435296982,-93302.33007651787,1082546.795183863
-297354.571681273,-244077.4304342377,-93906.97036599154,1083850.161909533
-295728.0110042853,-245547.9049931021,-94478.52301986741,1085153.703489667
-294034.5555850019,-246950.0110223927,-95013.81838891568,1086457.519288477
-292282.1434110723,-248278.3509007991,-95510.04459678246,1087761.682931974
-290479.2613571962,-249528.2926817767,-95964.79612553304,1089066.289925133
-288634.9291735151,-250695.9640114214,-96376.07856774305,1090371.403576364
-286758.5481323195,-251778.3351377483,-96742.34516253289,1091677.097582712
-284859.9059655126,-252773.1935300094,-97062.49397333959,1092983.384595299
-282948.9598041908,-253679.2390571423,-97335.90470873869,1094290.297229995
-281035.8304519926,-254496.0487603087,-97562.43008594983,1095597.819896461
-279130.6091815653,-255224.1268663146,-97742.41208631906,1096905.948587414
-277243.3626187238,-255864.8585656582,-97876.66878177007,1098214.613919239
-275383.8797345166,-256420.5541824237,-97966.50113276398,1099523.781627766
-273561.6975901921,-256894.3816533956,-98013.67068120668,1100833.361716813
-273296.9205218821,-256957.5097789634,-98017.14282244956,1101026.349515654
-273034.948572882,-257018.5534911038,-98019.72928077226,1101218.047266046
-272207.0542841507,-257202.2566272292,-98022.33042912674,1101829.12355857
-270612.6580972613,-257516.989049246,-98003.25321551954,1103031.555858243
-268949.5502705488,-257791.2350364096,-97948.90830094329,1104329.170541209
-267958.7950298096,-257928.7347236741,-97899.38211097248,1105127.701811423
-267533.9038213225,-257981.844958468,-97874.12968726107,1105476.869078027
-267372.4697690891,-258001.1075306279,-97863.89551365376,1105610.668918071
-267224.1217044508,-258018.3651425461,-97854.17833652104,1105734.194108052
-267067.6315830064,-258036.1104572685,-97843.60197735364,1105865.105324343
-266588.91675597,-258087.4761651406,-97809.15577837316,1106269.586728094
-265233.2385894571,-258209.3181651852,-97694.1511292353,1107451.300592883
-263825.0500003767,-258299.7321920126,-97546.37009525673,1108745.908986207
-262488.8187599677,-258352.9432493928,-97378.04024381914,1110053.49365382
-261241.7451450563,-258376.1254070361,-97194.80218022146,1111362.107798725
-260087.885490451,-258377.8308147239,-97001.41802433779,1112670.337631693
-259028.9694169609,-258366.8863216886,-96802.6092604802,1113977.94938595
-258065.5031121286,-258352.220170967,-96603.11741357397,1115284.881647187
-257196.8934481503,-258342.7588603694,-96407.6662033614,1116591.134724696
-256421.5194122245,-258347.3313985908,-96220.92279392826,1117896.689868579
-255736.7053966629,-258374.574589229,-96047.43720408024,1119201.581980451
-255138.7856970902,-258432.8424297774,-95891.60126476517,1120505.853908602
-254623.1399364707,-258530.1191004978,-95757.60108756273,1121809.568773163
-254184.2451646063,-258673.9380460723,-95649.37384120781,1123112.815620436
-253815.7437477204,-258871.3052925275,-95570.56964930326,1124415.695259883
-253510.5161880229,-259128.6246762793,-95524.51539949,1125718.299659737
-253260.7464602275,-259451.6398292379,-95514.17927115399,1127020.749877102
-253058.014999165,-259845.3678282851,-95542.1427111032,1128323.149739869
-252893.3821609204,-260314.0457386641,-95610.57207549791,1129625.590597687
-252757.4756436939,-260861.1034491414,-95721.19915097316,1130928.193350811
-252640.5945512454,-261489.1094510212,-95875.30123327312,1132231.050129351
-252532.8078439849,-262199.73113858,-96073.68235261607,1133534.212912316
-252424.0503682148,-262993.7552612185,-96316.67455842576,1134837.768988952
-252304.2347416003,-263871.028902593,-96604.11995524139,1136141.749400692
-252163.3528030698,-264830.4816896608,-96935.3767631645,1137446.176374145
-251991.5862080903,-265870.1047883956,-97309.31412369743,1138751.025420218
-251779.3999791358,-266987.0384600847,-97724.34716960543,1140056.314586615
-251517.6585270062,-268177.5149564403,-98178.42208616812,1141361.997129349
-251197.7200794636,-269436.9341495636,-98669.0496398379,1142668.015160167
-250811.5287326117,-270759.919960046,-99193.33450531843,1143974.309101969
-250351.7061777245,-272140.3636216662,-99748.0005755852,1145280.804923584
-249811.635122256,-273571.486983515,-100329.4249471354,1146587.415331998
-249185.5210604412,-275045.9458395973,-100933.6892617612,1147894.068958028
-248468.4744924841,-276555.8635455765,-101556.6034634704,1149200.669934601
-247656.5571539075,-278092.9436140741,-102193.7622751319,1150507.124357577
-246746.7940951695,-279648.6128150097,-102840.615294378,1151813.384736772
-245737.2456044369,-281214.0348112931,-103492.483620345,1153119.382314384
-244627.0064960381,-282780.248230971,-104144.6281844457,1154425.063635979
-243416.1849847902,-284338.2979167029,-104792.3154118222,1155730.419289519
-242105.9519900364,-285879.2563463562,-105430.8370150248,1157035.421480192
-240698.4573611989,-287394.4042029048,-106055.5956923316,1158340.096195461
-239196.8703437328,-288875.2415151169,-106662.1201716879,1159644.454461406
-237605.2620938116,-290313.6593908984,-107246.146030645,1160948.564585403
-235928.6689198506,-291701.9179708577,-107803.6165689112,1162252.457345172
-234172.923702918,-293032.8292927421,-108330.7665331308,1163556.218986411
-232344.6673231689,-294299.7621597712,-108824.1327160366,1164859.928602749
-230451.2492031145,-295496.7328136296,-109280.5984746928,1166163.679598866
-228500.6749042238,-296618.4481831567,-109697.4185546423,1167467.560924566
-226501.4888458344,-297660.379061095,-110072.2541780935,1168771.678988007
-224462.7761926989,-298618.759192238,-110403.1799622998,1170076.097687578
-222393.95168306,-299490.6857235869,-110688.7260006997,1171380.91459492
-220304.7592843844,-300274.1011985876,-110927.876121161,1172686.197475204
-218205.1196755681,-300967.8399093055,-111120.0871403236,1173992.017220159
-216105.092388996,-301571.6199264457,-111265.2892519533,1175298.407095985
-214014.7685608679,-302086.0576124832,-111363.8925888176,1176605.364073568
-211944.0830058109,-302512.686254965,-111416.7894157612,1177912.899657071
-209902.8076506803,-302853.9189536552,-111425.341847489,1179220.977718709
-207900.3592115719,-303113.0457554954,-111391.3720756761,1180529.570154066
-207667.2985152317,-303138.3647410422,-111384.6670644331,1180683.854930021
-207478.8143477787,-303158.1041572835,-111378.8219138756,1180808.964857622
-207308.7709771868,-303175.3470188776,-111373.2237467063,1180922.097470763
-206754.5120947296,-303227.8288094639,-111352.8300769295,1181292.654322553
-205260.8536368056,-303340.9039883711,-111281.3719337666,1182306.27774453
-203436.922941269,-303422.7968619537,-111160.8731352487,1183578.735320375
-201631.4555030676,-303442.7218275255,-111004.5224475229,1184884.251742694
-201161.3334394356,-303437.8716494804,-110957.5873944605,1185232.979114656
-200916.9338982845,-303433.7048112691,-110932.1519665341,1185415.852224408
-200695.2028322534,-303428.9490122678,-110908.4580691912,1185582.735737285
-200024.4776649901,-303408.902201053,-110833.1731164617,1186093.446385616
-198495.9416846179,-303331.2917795307,-110640.8650662507,1187293.956218159
-196924.0805868597,-303204.9361816284,-110411.888638781,1188590.961523459
-195426.5724519429,-303040.5229227222,-110162.7655004194,1189899.091434921
-194019.6526472315,-302847.1723271245,-109899.6281334134,1191208.177746471
-192707.1435103726,-302633.7015185641,-109627.3164981944,1192516.964037332
-191490.5640030788,-302408.9980401163,-109350.5691395678,1193825.232055946
-190370.2195045604,-302182.0068358752,-109074.1284967141,1195132.905218541
-189345.3620693699,-301961.6537146472,-108802.7190638961,1196439.896483556
-188414.1337696377,-301756.7328500582,-108540.9775544469,1197746.196473844
-187573.6594053566,-301575.8259740712,-108293.4196953079,1199051.795795595
-186820.0720024412,-301427.2090273459,-108064.3903701482,1200356.691107887
-186148.5334753855,-301318.7598374282,-107858.0101397092,1201660.929013265
-185553.3207975968,-301257.8826229756,-107678.1415198235,1202964.556792891
-185027.8758677186,-301251.429283495,-107528.345002198,1204267.647773854
-184564.8798734793,-301305.6321053081,-107411.8439894119,1205570.302778191
-184156.3433637731,-301426.041613047,-107331.4958066427,1206872.621755383
-183793.6807928951,-301617.4738354135,-107289.7612787332,1208174.73330436
-183467.8190931422,-301883.9534201603,-107288.6827580303,1209476.728012541
-183169.2686492335,-302228.6859490627,-107329.8612565086,1210778.740843234
-182888.2398124299,-302654.0143955634,-107414.442004098,1212080.880511086
-182614.7329486057,-303161.4058771423,-107543.1038733143,1213383.270328143
-182338.6513336498,-303751.4185830451,-107716.0482528469,1214685.997265554
-182049.9024741009,-304423.6927994649,-107932.9939552111,1215989.123057923
-181738.4969016398,-305176.9661371665,-108193.1831675868,1217292.712401703
-181394.6568532327,-306009.0748777788,-108495.3854530242,1218596.810591861
-181008.9179897626,-306916.9752473496,-108837.9095109515,1219901.447024674
-180572.2411197915,-307896.7464490497,-109218.6091487649,1221206.601914554
-180076.0966964501,-308943.6608059324,-109634.9160232463,1222512.255501375
-179512.5540954968,-310052.2353817167,-110083.8676994006,1223818.388604303
-178874.4051098593,-311216.2185148644,-110562.1095891783,1225124.903640384
-178155.182941703,-312428.7732988973,-111065.9779835512,1226431.764504465
-177349.2926683043,-313682.4409103713,-111591.4943244469,1227738.872649253
-176452.0486330245,-314969.2720453306,-112134.4288101668,1229046.128638554
-175459.7057777946,-316280.9398477337,-112690.3577610191,1230353.459055698
-174369.5664176271,-317608.7444967121,-113254.6753986221,1231660.731394112
-173179.9102368334,-318943.8385230638,-113822.6994766193,1232967.885151331
-171890.0762771426,-320277.2363650122,-114389.6855895182,1234274.845691433
-170500.47072899,-321599.917951158,-114950.8813183002,1235581.531094096
-169012.5123919747,-322902.9742838572,-115501.5981587541,1236887.899730599
-167428.6777418864,-324177.6448646368,-116037.2373426996,1238193.892013468
-165752.368140516,-325415.4968959269,-116553.3751031401,1239499.517805793
-163987.9725828424,-326608.4279011827,-117045.7730248136,1240804.768629698
-162140.7524549297,-327748.8015301412,-117510.443829921,1242109.670495277
-160216.824646992,-328829.4970505881,-117943.6804721234,1243414.251441567
-158223.0238846617,-329844.0209708667,-118342.1095969018,1244718.588417268
-156166.9259472935,-330786.5170608888,-118702.7033116867,1246022.739877668
-154056.6888556114,-331651.8660737337,-119022.8257830177,1247326.796771027
-151901.0243658229,-332435.7084049986,-119300.248477553,1248630.844183825
-149709.0997729172,-333134.4938266852,-119533.1751248041,1249934.965819214
-147490.414433321,-333745.525672679,-119720.2625344875,1251239.259756147
-145254.7222137868,-334266.978443643,-119860.6304244272,1252543.824748113
-143011.9594060037,-334697.9104211215,-119953.8689150582,1253848.742997693
-140772.1458989641,-335038.2772938419,-120000.0449799591,1255154.077597673
-138545.2401383933,-335288.9413472659,-119999.7038757862,1256459.896082513
-136341.0708381598,-335451.6573971031,-119953.8628478726,1257766.249607701
-134169.2912536639,-335529.0573583229,-119864.005423658,1259073.138127662
-132540.7404720852,-335532.8766385523,-119767.0873933279,1260070.05954904
-132100.6143889484,-335525.8839574199,-119736.4881774555,1260342.43913776
-131822.8332405605,-335519.7048152771,-119716.2017338471,1260515.056877607
-131568.7511695909,-335512.853631111,-119696.983226297,1260673.445362947
-130812.5925768388,-335485.6635982325,-119636.0195135346,1261147.768196301
-128972.5231122023,-335376.6210120286,-119463.7627260759,1262322.516012448
-127006.6619341601,-335191.9090169756,-119241.305922591,1263615.414374939
-125089.0436306637,-334942.1727956529,-118984.5724056511,1264922.632762289
-124793.2566662648,-334897.4094243718,-118941.3656756362,1265128.946562891
-124528.0359772008,-334855.8339074157,-118901.7871372859,1265315.100049891
-123735.5314705283,-334723.4371881844,-118778.7512920138,1265878.206910891
-122112.1882605156,-334413.4044046871,-118503.8298372159,1267067.121023918
-120424.1280072861,-334034.1512100847,-118183.9058773553,1268362.525147246
-118809.0793638934,-333615.1579674604,-117843.4783934056,1269670.458513871
-117285.5336813,-333167.8607725108,-117489.669971508,1270979.679708579
-115857.4106426597,-332701.3740716439,-117127.4414303215,1272288.836576475
-114526.1775569338,-332224.6631486093,-116761.5657947009,1273597.642232047
-113292.0146955101,-331746.6939419266,-116396.7888412247,1274905.998381972
-112154.0410869126,-331276.3987031358,-116037.8281544519,1276213.804043911
-111110.3078664721,-330822.5710015131,-115689.3161202824,1277520.974407985
-110157.8069230369,-330393.7615617473,-115355.7431310167,1278827.465699916
-109292.5267735225,-329998.1934883963,-115041.4146909816,1280133.258034789
-108509.5120263975,-329643.6804538284,-114750.4101406694,1281438.337253057
-107802.9053099194,-329337.5373343729,-114486.5342064063,1282742.717391998
-107166.0159742718,-329086.505424534,-114253.2781238808,1284046.442031953
-106591.4069254559,-328896.6885582799,-114053.78843568,1285349.561569642
-106070.9582591637,-328773.4860131539,-113890.8292418757,1286652.174610819
-105595.9822149816,-328721.5483198083,-113766.7644580724,1287954.366312374
-105157.2984452208,-328744.7262805516,-113683.5288755485,1289256.247262622
-104745.3321238135,-328846.0382385817,-113642.6118580122,1290557.954422385
-104350.2207603811,-329027.6435848281,-113645.0460389564,1291859.628618008
-103961.9251768624,-329290.8141381977,-113691.3958490709,1293161.377575598
-103570.3174940239,-329635.925926127,-113781.7508013876,1294463.323134917
-103165.2922351859,-330062.4525182209,-113915.7248014269,1295765.576565731
-102736.8713714481,-330568.966954036,-114092.4585618477,1297068.233474228
-102275.3026822696,-331153.1597868907,-114310.6292943493,1298371.386382473
-101771.1698621326,-331811.8494891926,-114568.459126646,1299675.097421114
-101215.498230332,-332541.0023048955,-114863.7273311211,1300979.387232894
-100599.8280559462,-333335.8007013358,-115193.8036032585,1302284.290726657
-99916.32304180389,-334190.6676821376,-115555.665001387,1303589.811152488
-99157.85839318014,-335099.3197314764,-115945.9247173684,1304895.920950687
-98318.10948818794,-336054.8215595501,-116360.8623797713,1306202.553370711
-97391.57549828455,-337049.7123250549,-116796.4863002005,1307509.67766156
-96373.73125768625,-338075.9864086581,-117248.532930242,1308817.168776446
-95260.97552101902,-339125.2919269217,-117712.561861245,1310124.958904309
-94050.7412754043,-340188.9477353587,-118183.9717925612,1311432.942518662
-92741.50482761036,-341258.0617734403,-118658.0611235335,1312741.009331367
-91332.77404868769,-342323.6510471115,-119130.089541476,1314049.073306064
-89825.15440511513,-343376.6929277014,-119595.3091519639,1315357.015986973
-88220.28641279296,-344408.2693101114,-120049.0366940463,1316664.742874319
-86520.83349968634,-345409.6559921202,-120486.7011950022,1317972.174772632
-84730.4386024476,-346372.42258722,-120903.8958719197,1319279.256328975
